-4.779,8.363,1.5,1.5
-4.978,8.353,1.5,1.5
-5.175,8.326,1.5,1.5
-5.369,8.281,1.5,1.5
-5.557,8.219,1.5,1.5
-5.739,8.137,1.5,1.5
-5.911,8.037,1.5,1.5
-6.07,7.919,1.5,1.5
-6.217,7.784,1.5,1.5
-6.35,7.636,1.5,1.5
-6.469,7.477,1.5,1.5
-6.576,7.309,1.5,1.5
-6.669,7.134,1.5,1.5
-6.751,6.952,1.5,1.5
-6.821,6.766,1.5,1.5
-6.881,6.577,1.5,1.5
-6.931,6.384,1.5,1.5
-6.972,6.189,1.5,1.5
-7.006,5.993,1.5,1.5
-7.033,5.796,1.5,1.5
-7.054,5.599,1.5,1.5
-7.071,5.4,1.5,1.5
-7.084,5.202,1.5,1.5
-7.095,5.003,1.5,1.5
-7.104,4.804,1.5,1.5
-7.114,4.606,1.5,1.5
-7.123,4.407,1.5,1.5
-7.131,4.208,1.5,1.5
-7.138,4.009,1.5,1.5
-7.142,3.811,1.5,1.5
-7.145,3.612,1.5,1.5
-7.144,3.413,1.5,1.5
-7.14,3.214,1.5,1.5
-7.132,3.015,1.5,1.5
-7.119,2.816,1.5,1.5
-7.102,2.618,1.5,1.5
-7.079,2.421,1.5,1.5
-7.05,2.224,1.5,1.5
-7.014,2.028,1.5,1.5
-6.972,1.834,1.5,1.5
-6.923,1.641,1.5,1.5
-6.865,1.451,1.5,1.5
-6.799,1.263,1.5,1.5
-6.725,1.078,1.5,1.5
-6.642,0.898,1.5,1.5
-6.549,0.722,1.5,1.5
-6.446,0.552,1.5,1.5
-6.334,0.388,1.5,1.5
-6.211,0.231,1.5,1.5
-6.078,0.083,1.5,1.5
-5.935,-0.055,1.5,1.5
-5.782,-0.182,1.5,1.5
-5.62,-0.298,1.5,1.5
-5.452,-0.404,1.5,1.5
-5.277,-0.5,1.5,1.5
-5.098,-0.585,1.5,1.5
-4.914,-0.662,1.5,1.5
-4.727,-0.729,1.5,1.5
-4.537,-0.787,1.5,1.5
-4.344,-0.838,1.5,1.5
-4.15,-0.88,1.5,1.5
-3.954,-0.916,1.5,1.5
-3.758,-0.945,1.5,1.5
-3.56,-0.968,1.5,1.5
-3.362,-0.985,1.5,1.5
-3.163,-0.997,1.5,1.5
-2.964,-1.005,1.5,1.5
-2.766,-1.008,1.5,1.5
-2.567,-1.009,1.5,1.5
-2.368,-1.006,1.5,1.5
-2.169,-1.001,1.5,1.5
-1.97,-0.994,1.5,1.5
-1.771,-0.986,1.5,1.5
-1.572,-0.978,1.5,1.5
-1.374,-0.969,1.5,1.5
-1.175,-0.962,1.5,1.5
-0.976,-0.955,1.5,1.5
-0.777,-0.949,1.5,1.5
-0.578,-0.944,1.5,1.5
-0.379,-0.94,1.5,1.5
-0.181,-0.939,1.5,1.5
0.018,-0.939,1.5,1.5
0.217,-0.94,1.5,1.5
0.416,-0.942,1.5,1.5
0.615,-0.943,1.5,1.5
0.814,-0.942,1.5,1.5
1.013,-0.937,1.5,1.5
1.212,-0.928,1.5,1.5
1.41,-0.913,1.5,1.5
1.608,-0.891,1.5,1.5
1.804,-0.861,1.5,1.5
1.999,-0.821,1.5,1.5
2.192,-0.772,1.5,1.5
2.382,-0.712,1.5,1.5
2.568,-0.641,1.5,1.5
2.748,-0.558,1.5,1.5
2.922,-0.462,1.5,1.5
3.088,-0.352,1.5,1.5
3.244,-0.229,1.5,1.5
3.388,-0.091,1.5,1.5
3.516,0.061,1.5,1.5
3.626,0.227,1.5,1.5
3.713,0.405,1.5,1.5
3.778,0.593,1.5,1.5
3.82,0.788,1.5,1.5
3.841,0.985,1.5,1.5
3.842,1.184,1.5,1.5
3.823,1.382,1.5,1.5
3.786,1.578,1.5,1.5
3.731,1.769,1.5,1.5
3.659,1.954,1.5,1.5
3.572,2.133,1.5,1.5
3.471,2.304,1.5,1.5
3.355,2.466,1.5,1.5
3.228,2.619,1.5,1.5
3.088,2.761,1.5,1.5
2.939,2.891,1.5,1.5
2.779,3.01,1.5,1.5
2.61,3.115,1.5,1.5
2.433,3.207,1.5,1.5
2.25,3.284,1.5,1.5
2.062,3.348,1.5,1.5
1.87,3.401,1.5,1.5
1.676,3.445,1.5,1.5
1.481,3.481,1.5,1.5
1.284,3.512,1.5,1.5
1.087,3.54,1.5,1.5
0.89,3.567,1.5,1.5
0.693,3.595,1.5,1.5
0.497,3.627,1.5,1.5
0.301,3.663,1.5,1.5
0.107,3.708,1.5,1.5
-0.084,3.763,1.5,1.5
-0.271,3.829,1.5,1.5
-0.453,3.909,1.5,1.5
-0.628,4.005,1.5,1.5
-0.792,4.117,1.5,1.5
-0.946,4.243,1.5,1.5
-1.088,4.382,1.5,1.5
-1.221,4.53,1.5,1.5
-1.343,4.687,1.5,1.5
-1.456,4.851,1.5,1.5
-1.561,5.02,1.5,1.5
-1.659,5.193,1.5,1.5
-1.75,5.37,1.5,1.5
-1.837,5.549,1.5,1.5
-1.92,5.729,1.5,1.5
-2.001,5.911,1.5,1.5
-2.081,6.094,1.5,1.5
-2.161,6.276,1.5,1.5
-2.243,6.457,1.5,1.5
-2.328,6.636,1.5,1.5
-2.419,6.814,1.5,1.5
-2.516,6.987,1.5,1.5
-2.62,7.157,1.5,1.5
-2.733,7.32,1.5,1.5
-2.856,7.477,1.5,1.5
-2.99,7.624,1.5,1.5
-3.134,7.761,1.5,1.5
-3.289,7.885,1.5,1.5
-3.454,7.996,1.5,1.5
-3.628,8.093,1.5,1.5
-3.809,8.176,1.5,1.5
-3.996,8.244,1.5,1.5
-4.187,8.297,1.5,1.5
-4.383,8.334,1.5,1.5
-4.58,8.356,1.5,1.5
